id_registro,texto,canal_origem,data,classe_macro,classe_detalhada
1072,Obrigado pela ajuda.,chat,2025-03-20,Outros,Agradecimento Simples
1073,O login está falhando e impede o acesso ao ambiente.,email,2025-03-29,Problemas Técnicos,Erro de Autenticação e Acesso
1074,Agradeço pelo atendimento.,email,2025-03-16,Outros,Agradecimento Simples
1075,Pedido de relatório customizado conforme necessidade.,email,2025-03-29,Solicitações Operacionais,Customização de Relatórios
1076,Seria interessante adicionar novos recursos.,email,2025-03-23,Feedback e Experiência,Sugestão de Nova Funcionalidade
1077,Registro automático do sistema.,formulario,2025-03-26,Outros,Registro Automático
1078,Usabilidade precisa melhorar.,email,2025-03-14,Feedback e Experiência,Crítica de Usabilidade
1079,Dados inconsistentes precisam ser reprocessados.,chat,2025-03-30,Solicitações Operacionais,Reprocessamento / Correção de Dados
1080,"Serviço indisponível, impossibilitando o uso da plataforma.",formulario,2025-03-09,Problemas Técnicos,Indisponibilidade / Queda do Serviço
1081,Pedido de inclusão de usuário com perfil específico.,email,2025-03-19,Solicitações Operacionais,Criação / Gestão de Usuários
1082,Aguardando posicionamento.,email,2025-03-13,Outros,Mensagem Genérica
1083,Desejo mudar as condições do contrato.,formulario,2025-03-12,Solicitações Operacionais,Alteração de Plano / Contrato
1084,O login está falhando e impede o acesso ao ambiente.,sistema,2025-03-09,Problemas Técnicos,Erro de Autenticação e Acesso
1085,Log automático registrado.,sistema,2025-03-20,Outros,Registro Automático
1086,Questionamento sobre encargos cobrados.,chat,2025-03-14,Financeiro e Cobrança,Juros e Encargos
1087,Obrigado pela ajuda.,chat,2025-03-12,Outros,Agradecimento Simples
1088,Obrigado pela ajuda.,sistema,2025-03-10,Outros,Agradecimento Simples
1089,Log automático registrado.,formulario,2025-03-24,Outros,Registro Automático
1090,Pedido de alteração cadastral.,email,2025-03-24,Solicitações Operacionais,Atualização Cadastral
1091,Pedido de agendamento de treinamento.,chat,2025-03-04,Solicitações Operacionais,Solicitação de Treinamento
1092,Necessário ajustar layout e campos do relatório.,sistema,2025-03-26,Solicitações Operacionais,Customização de Relatórios
1093,Apenas para agradecer.,email,2025-03-06,Outros,Agradecimento Simples
1094,Estou satisfeito com o sistema.,chat,2025-03-16,Feedback e Experiência,Feedback Positivo
1095,Registro automático do sistema.,email,2025-03-09,Outros,Registro Automático
1096,Solicito reprocessamento de dados incorretos.,email,2025-03-24,Solicitações Operacionais,Reprocessamento / Correção de Dados
1097,Pedido de nova funcionalidade.,sistema,2025-03-23,Feedback e Experiência,Sugestão de Nova Funcionalidade
1098,Entro em contato para solicitar retorno.,formulario,2025-03-15,Outros,Mensagem Genérica
1099,"Erro ao autenticar usuário, mesmo após redefinição de senha.",sistema,2025-03-07,Problemas Técnicos,Erro de Autenticação e Acesso
1100,Performance degradada ao acessar dashboards.,chat,2025-03-20,Problemas Técnicos,Problemas de Performance / Lentidão
1101,Solicito alteração do plano contratado.,sistema,2025-03-08,Solicitações Operacionais,Alteração de Plano / Contrato
1102,"Não consigo acessar o sistema, pois ocorre erro de autenticação mesmo com credenciais corretas.",sistema,2025-03-25,Problemas Técnicos,Erro de Autenticação e Acesso
1103,Usabilidade precisa melhorar.,formulario,2025-03-13,Feedback e Experiência,Crítica de Usabilidade
1104,Aguardando posicionamento.,email,2025-03-24,Outros,Mensagem Genérica
1105,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,sistema,2025-03-24,Problemas Técnicos,Erro de Sistema / Aplicação
1106,Obrigado pela ajuda.,sistema,2025-03-31,Outros,Agradecimento Simples
1107,Valor cobrado não condiz com o contratado.,chat,2025-03-15,Financeiro e Cobrança,Cobrança Indevida / Duplicada
1108,O atendimento foi excelente.,chat,2025-03-14,Feedback e Experiência,Feedback Positivo
1109,Aguardando posicionamento.,email,2025-03-17,Outros,Mensagem Genérica
1110,Tenho dúvidas sobre o valor da fatura.,sistema,2025-03-29,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
1111,Obrigado pela ajuda.,formulario,2025-03-31,Outros,Agradecimento Simples
1112,Sugiro inclusão de nova funcionalidade.,sistema,2025-03-31,Feedback e Experiência,Sugestão de Nova Funcionalidade
1113,Pedido de nova funcionalidade.,email,2025-03-16,Feedback e Experiência,Sugestão de Nova Funcionalidade
1114,O sistema encontra-se indisponível no momento.,formulario,2025-03-21,Problemas Técnicos,Indisponibilidade / Queda do Serviço
1115,Pedido de atualização do plano atual.,chat,2025-03-26,Solicitações Operacionais,Alteração de Plano / Contrato
1116,Pedido de estorno financeiro.,email,2025-03-23,Financeiro e Cobrança,Reembolso / Estorno
1117,Há cobrança indevida no meu extrato.,email,2025-03-13,Financeiro e Cobrança,Cobrança Indevida / Duplicada
1118,O sistema não reconheceu o pagamento efetuado.,chat,2025-03-16,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
1119,Tenho dúvidas sobre o valor da fatura.,sistema,2025-03-06,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
1120,Pedido de agendamento de treinamento.,chat,2025-03-08,Solicitações Operacionais,Solicitação de Treinamento
1121,Necessário corrigir informações do cadastro.,chat,2025-03-08,Solicitações Operacionais,Atualização Cadastral
1122,Solicito atualização dos dados cadastrais.,sistema,2025-03-05,Solicitações Operacionais,Atualização Cadastral
1123,O sistema apresentou um erro inesperado ao executar a funcionalidade solicitada.,formulario,2025-03-20,Problemas Técnicos,Erro de Sistema / Aplicação
1124,O sistema está muito lento após a última atualização.,formulario,2025-03-12,Problemas Técnicos,Problemas de Performance / Lentidão
1125,Evento gerado automaticamente.,sistema,2025-03-16,Outros,Registro Automático
1126,Pedido de alteração cadastral.,sistema,2025-03-13,Solicitações Operacionais,Atualização Cadastral
1127,Pedido de alteração cadastral.,chat,2025-03-02,Solicitações Operacionais,Atualização Cadastral
1128,Evento gerado automaticamente.,email,2025-03-17,Outros,Registro Automático
1129,Desejo informações sobre reembolso.,chat,2025-03-15,Financeiro e Cobrança,Reembolso / Estorno
1130,Banco de dados não responde às requisições.,formulario,2025-03-11,Problemas Técnicos,Falha de Banco de Dados
1131,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,chat,2025-03-13,Problemas Técnicos,Erro de Sistema / Aplicação
1132,Mensagem sem detalhes específicos.,sistema,2025-03-20,Outros,Mensagem Genérica
1133,Valor cobrado não condiz com o contratado.,sistema,2025-03-08,Financeiro e Cobrança,Cobrança Indevida / Duplicada
1134,Desejo informações sobre reembolso.,sistema,2025-03-12,Financeiro e Cobrança,Reembolso / Estorno
1135,Necessário capacitação dos usuários do sistema.,chat,2025-03-14,Solicitações Operacionais,Solicitação de Treinamento
1136,Gostaria de esclarecimentos sobre a cobrança.,sistema,2025-03-15,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
1137,Solicito criação de relatório personalizado.,chat,2025-03-27,Solicitações Operacionais,Customização de Relatórios
1138,Erro ao consultar dados devido a indisponibilidade do banco.,chat,2025-03-18,Problemas Técnicos,Falha de Banco de Dados
1139,Sugiro inclusão de nova funcionalidade.,chat,2025-03-26,Feedback e Experiência,Sugestão de Nova Funcionalidade
1140,Solicito treinamento para a equipe.,chat,2025-03-14,Solicitações Operacionais,Solicitação de Treinamento
1141,Sugiro aprimorar algumas funcionalidades.,sistema,2025-03-26,Feedback e Experiência,Sugestão de Melhoria
1142,Dificuldade de navegação no sistema.,email,2025-03-13,Feedback e Experiência,Crítica de Usabilidade
1143,Falha de conexão com o banco de dados.,email,2025-03-07,Problemas Técnicos,Falha de Banco de Dados
1144,Desejo informações sobre reembolso.,email,2025-03-15,Financeiro e Cobrança,Reembolso / Estorno
1145,Gostaria de esclarecimentos sobre a cobrança.,sistema,2025-03-18,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
1146,Evento gerado automaticamente.,email,2025-03-14,Outros,Registro Automático
1147,"Serviço indisponível, impossibilitando o uso da plataforma.",chat,2025-03-19,Problemas Técnicos,Indisponibilidade / Queda do Serviço
1148,Apenas para agradecer.,chat,2025-03-25,Outros,Agradecimento Simples
1149,Gostaria de esclarecimentos sobre a cobrança.,formulario,2025-03-25,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
1150,O atendimento foi excelente.,sistema,2025-03-15,Feedback e Experiência,Feedback Positivo
1151,Solicito atualização dos dados cadastrais.,sistema,2025-03-14,Solicitações Operacionais,Atualização Cadastral
1152,Obrigado pela ajuda.,email,2025-03-03,Outros,Agradecimento Simples
1153,Solicito reprocessamento de dados incorretos.,sistema,2025-03-11,Solicitações Operacionais,Reprocessamento / Correção de Dados
1154,Questionamento sobre encargos cobrados.,formulario,2025-03-09,Financeiro e Cobrança,Juros e Encargos
1155,Usabilidade precisa melhorar.,formulario,2025-03-14,Feedback e Experiência,Crítica de Usabilidade
1156,Solicito integração com sistema externo via API.,chat,2025-03-24,Solicitações Operacionais,Integração com Sistemas Externos
1157,Desejo mudar as condições do contrato.,email,2025-03-07,Solicitações Operacionais,Alteração de Plano / Contrato
1158,Solicito treinamento para a equipe.,email,2025-03-03,Solicitações Operacionais,Solicitação de Treinamento
1159,Estou satisfeito com o sistema.,formulario,2025-03-17,Feedback e Experiência,Feedback Positivo
1160,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",chat,2025-03-03,Problemas Técnicos,Erro de Sistema / Aplicação
1161,A interface poderia ser mais intuitiva.,chat,2025-03-24,Feedback e Experiência,Crítica de Usabilidade
1162,Desejo informações sobre reembolso.,chat,2025-03-05,Financeiro e Cobrança,Reembolso / Estorno
1163,Entro em contato para solicitar retorno.,email,2025-03-22,Outros,Mensagem Genérica
1164,Gostaria de esclarecimentos sobre a cobrança.,formulario,2025-03-28,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
1165,Log automático registrado.,formulario,2025-03-05,Outros,Registro Automático
1166,Aguardando posicionamento.,formulario,2025-03-21,Outros,Mensagem Genérica
1167,Log automático registrado.,sistema,2025-03-30,Outros,Registro Automático
1168,Desejo informações sobre reembolso.,chat,2025-03-26,Financeiro e Cobrança,Reembolso / Estorno
1169,Erro ao gerar relatório financeiro em PDF ou CSV.,sistema,2025-03-14,Problemas Técnicos,Erro de Exportação / Relatórios
1170,Há cobrança indevida no meu extrato.,email,2025-03-01,Financeiro e Cobrança,Cobrança Indevida / Duplicada
1171,Mensagem sem detalhes específicos.,sistema,2025-03-16,Outros,Mensagem Genérica
1172,Aguardando posicionamento.,formulario,2025-03-31,Outros,Mensagem Genérica
1173,A interface poderia ser mais intuitiva.,formulario,2025-03-26,Feedback e Experiência,Crítica de Usabilidade
1174,Solicito segunda via do boleto.,email,2025-03-18,Financeiro e Cobrança,Segunda Via de Boleto
1175,Há cobrança indevida no meu extrato.,formulario,2025-03-13,Financeiro e Cobrança,Cobrança Indevida / Duplicada
1176,Pedido de integração para sincronização de dados.,formulario,2025-03-27,Solicitações Operacionais,Integração com Sistemas Externos
1177,O sistema poderia ser mais rápido.,email,2025-03-14,Feedback e Experiência,Sugestão de Melhoria
1178,Pedido de relatório customizado conforme necessidade.,sistema,2025-03-10,Solicitações Operacionais,Customização de Relatórios
1179,Evento gerado automaticamente.,chat,2025-03-28,Outros,Registro Automático
1180,"Não consigo acessar o sistema, pois ocorre erro de autenticação mesmo com credenciais corretas.",sistema,2025-03-04,Problemas Técnicos,Erro de Autenticação e Acesso
1181,Seria interessante adicionar novos recursos.,formulario,2025-03-07,Feedback e Experiência,Sugestão de Nova Funcionalidade
1182,"Efetuei o pagamento, mas consta como pendente no sistema.",email,2025-03-18,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
1183,"Não consigo acessar o sistema, pois ocorre erro de autenticação mesmo com credenciais corretas.",sistema,2025-03-09,Problemas Técnicos,Erro de Autenticação e Acesso
1184,Desejo mudar as condições do contrato.,email,2025-03-08,Solicitações Operacionais,Alteração de Plano / Contrato
1185,"Não consigo acessar o sistema, pois ocorre erro de autenticação mesmo com credenciais corretas.",formulario,2025-03-07,Problemas Técnicos,Erro de Autenticação e Acesso
1186,Pedido de estorno financeiro.,formulario,2025-03-12,Financeiro e Cobrança,Reembolso / Estorno
1187,O atendimento foi excelente.,email,2025-03-27,Feedback e Experiência,Feedback Positivo
1188,Necessário cadastrar novo acesso para colaborador.,formulario,2025-03-03,Solicitações Operacionais,Criação / Gestão de Usuários
1189,Registro automático do sistema.,chat,2025-03-29,Outros,Registro Automático
1190,Solicito reembolso do valor pago.,email,2025-03-25,Financeiro e Cobrança,Reembolso / Estorno
1191,Necessário capacitação dos usuários do sistema.,chat,2025-03-24,Solicitações Operacionais,Solicitação de Treinamento
1192,O login está falhando e impede o acesso ao ambiente.,email,2025-03-17,Problemas Técnicos,Erro de Autenticação e Acesso
1193,Necessário capacitação dos usuários do sistema.,sistema,2025-03-30,Solicitações Operacionais,Solicitação de Treinamento
1194,Valor cobrado não condiz com o contratado.,email,2025-03-24,Financeiro e Cobrança,Cobrança Indevida / Duplicada
1195,Agradeço pelo atendimento.,sistema,2025-03-16,Outros,Agradecimento Simples
1196,Há cobrança indevida no meu extrato.,email,2025-03-28,Financeiro e Cobrança,Cobrança Indevida / Duplicada
1197,Solicito a criação de um novo usuário no sistema.,formulario,2025-03-11,Solicitações Operacionais,Criação / Gestão de Usuários
1198,O login está falhando e impede o acesso ao ambiente.,email,2025-03-13,Problemas Técnicos,Erro de Autenticação e Acesso
1199,Solicito a criação de um novo usuário no sistema.,formulario,2025-03-23,Solicitações Operacionais,Criação / Gestão de Usuários
1200,Mensagem sem detalhes específicos.,email,2025-03-08,Outros,Mensagem Genérica
